25.1188643,5734.36,-4197.45
63.0957344,4454.9,-2551.88
100.0,3984.54,-2036.05
158.489319,3572.34,-1719.01
251.188643,3224.53,-1493.98
398.107171,2893.7,-1341.0
630.957344,2574.64,-1236.38
1000.0,2261.52,-1153.97
1584.89319,1945.62,-1072.32
2511.88643,1640.21,-977.67
3981.07171,1350.24,-862.64
6309.57344,1094.41,-734.57
10000.0,871.46,-602.53
15848.9319,688.94,-481.75
25118.8643,545.25,-379.72
39810.7171,432.6,-295.88
63095.7344,344.83,-228.05
100000.0,279.11,-175.36
158489.319,229.08,-134.68
200000.0,209.35,-118.35
