25.1188643,6388.37,-4369.6
39.8107171,5657.12,-3401.0
63.0957344,5079.1,-2745.62
100.0,4587.13,-2242.86
158.489319,4140.67,-1918.18
398.107171,3351.71,-1570.05
630.957344,2952.0,-1445.81
1000.0,2567.29,-1339.19
1584.89319,2202.52,-1235.18
2511.88643,1847.82,-1109.36
3981.07171,1525.35,-970.66
6309.57344,1238.88,-825.68
10000.0,846.21,-575.29
15848.9319,797.59,-562.41
25118.8643,631.32,-451.8
39810.7171,493.79,-354.91
63095.7344,385.86,-273.49
100000.0,303.15,-207.05
158489.319,241.52,-155.02
200000.0,217.61,-134.14
