22
22
22
22
8153.98	666.31	20.0
146.38	7.01	25.1188643
7537.66	688.56	39.8107171
7282.36	1032.6	63.0957344
6913.18	1193.73	100.0
6467.38	1376.16	158.489319
5931.08	1520.83	251.188643
5389.6	1599.57	398.107171
4835.88	1596.9	630.957344
4304.42	1518.02	1000.0
3825.49	1390.15	1584.89319
3391.82	1234.81	2511.88643
3075.54	1108.92	3981.07171
2788.66	995.94	6309.57344
2550.24	926.04	10000.0
2341.57	906.34	15848.9319
2143.11	942.09	25118.8643
1930.27	1018.95	39810.7171
1674.13	1095.19	63095.7344
1357.46	1087.55	100000.0
1018.37	938.38	158489.319
852.33	824.24	200000.0
