22
22
14.51	0.46	20.0
4550.95	270.24	25.1188643
7645.65	562.03	39.8107171
7455.39	891.16	63.0957344
7112.37	1031.28	100.0
6733.85	1221.63	158.489319
6265.14	1391.24	251.188643
5751.83	1513.68	398.107171
5210.37	1561.3	630.957344
4691.75	1538.67	1000.0
4171.08	1445.76	1584.89319
3728.74	1319.96	2511.88643
3367.93	1197.89	3981.07171
2912.23	1024.02	6309.57344
2782.78	1013.07	10000.0
2549.94	989.4	15848.9319
2332.41	1024.88	25118.8643
2102.89	1111.03	39810.7171
1825.23	1198.16	63095.7344
1479.38	1192.28	100000.0
1106.58	1025.71	158489.319
925.39	900.02	200000.0
