22
22
22
22
577.79	22.03	20.0
3448.47	186.6	25.1188643
1589.93	121.78	39.8107171
7360.36	980.28	63.0957344
6986.5	1137.93	100.0
6555.61	1329.36	158.489319
184.4	29.8	251.188643
5501.89	1589.5	398.107171
4929.55	1602.74	630.957344
4411.62	1554.94	1000.0
3916.61	1440.29	1584.89319
3486.97	1297.23	2511.88643
3114.37	1155.12	3981.07171
2810.63	1038.3	6309.57344
2559.48	961.39	10000.0
2343.45	935.75	15848.9319
2142.58	965.99	25118.8643
1926.66	1037.43	39810.7171
1666.66	1109.59	63095.7344
1343.78	1092.1	100000.0
1003.52	935.72	158489.319
836.67	817.19	200000.0
