Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-1.15V,2.85V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,1.71526717,-28.6254597
25.1188643,1.80032343,-27.9304
39.8107171,0.879226557,-26.2126746
63.0957344,1.42408293,-24.1833586
100,1.28851329,-22.2900424
158.489319,1.17537786,-21.5966363
251.188643,1.07899451,-21.3044357
398.107171,0.987241006,-21.8336033
630.957344,0.89727966,-23.2050461
1000,0.806367565,-25.3378156
1584.89319,0.710751729,-28.2145237
2511.88643,0.613498128,-31.5267768
3981.07171,0.515907955,-34.9542172
6309.57344,0.425167961,-37.8852052
10000,0.342820215,-40.0870014
15848.9319,0.273251347,-41.3745658
25118.8643,0.217484421,-41.7636611
39810.7171,0.173243504,-41.3153416
63095.7344,0.138448419,-40.0150373
100000,0.112195667,-37.8910057
158489.319,0.0921846969,-35.2419072
200000,0.0843413298,-33.7644873
