20.0,1875.84,-1404.7
25.1188643,275.98,-182.91
39.8107171,2927.91,-2479.17
63.0957344,2415.51,-1919.61
100.0,1996.47,-1457.89
158.489319,1674.28,-1114.0
251.188643,1427.56,-859.74
398.107171,1241.18,-677.74
630.957344,1100.37,-554.12
1000.0,978.22,-468.0
1584.89319,873.59,-412.99
2511.88643,773.16,-377.82
3981.07171,672.14,-348.52
6309.57344,571.96,-316.3
10000.0,475.99,-277.06
15848.9319,390.36,-234.17
25118.8643,317.52,-192.25
39810.7171,258.46,-154.35
63095.7344,211.83,-121.19
100000.0,176.62,-93.87
158489.319,150.95,-72.89
200000.0,140.99,-64.6
