20.0,3461.31,-2866.19
25.1188643,2883.02,-2582.78
39.8107171,2319.02,-1913.02
63.0957344,1897.36,-1428.28
100.0,1567.5,-1049.93
158.489319,1332.9,-784.68
251.188643,1161.24,-598.37
398.107171,1032.15,-470.05
630.957344,936.1,-389.3
1000.0,852.55,-340.82
1584.89319,779.08,-316.87
2511.88643,701.05,-305.25
3981.07171,616.55,-294.49
6309.57344,528.42,-276.06
10000.0,443.73,-248.44
15848.9319,364.83,-213.3
25118.8643,297.9,-176.86
39810.7171,242.92,-142.7
63095.7344,199.32,-112.22
100000.0,166.87,-87.43
158489.319,142.47,-67.65
200000.0,133.51,-60.04
