25.1188643,327.4868571428556,-260.7079999999994
100.0,1607.6225714285704,-1137.4400000000003
158.489319,2182.451142857142,-1487.3119999999994
251.188643,1664.2348571428563,-1000.2905714285711
398.107171,1448.2494285714276,-791.8697142857138
630.957344,1277.6759999999995,-647.4182857142855
1000.0,1132.974571428571,-549.2908571428569
1584.89319,1004.2448571428567,-484.81914285714265
2511.88643,880.9745714285709,-437.2734285714283
3981.07171,759.5799999999997,-393.5559999999998
6309.57344,644.4362857142854,-347.8514285714284
10000.0,541.0234285714284,-300.4585714285713
15848.9319,451.67999999999984,-254.32228571428558
25118.8643,375.98199999999986,-211.80485714285703
39810.7171,312.822857142857,-173.84714285714279
63095.7344,261.6254285714285,-140.83685714285707
100000.0,219.95542857142846,-112.20085714285709
158489.319,191.78771428571423,-92.4154285714285
200000.0,176.01857142857148,-80.22714285714285
