Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-1.15V,2.85V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,0.0834308584,-30.4124446
25.1188643,0.292993937,-29.9326855
39.8107171,1.49265439,-28.2688114
63.0957344,1.06630255,-26.3789628
100,1.18828498,-23.3545603
158.489319,1.08108241,-21.326512
251.188643,0.996015439,-20.1781402
398.107171,0.923716062,-19.877522
630.957344,0.858389916,-20.7810594
1000,0.785107812,-22.9008925
1584.89319,0.705861344,-26.1912368
2511.88643,0.608350177,-30.1101556
3981.07171,0.515476818,-34.4939979
6309.57344,0.423210362,-38.4117227
10000,0.338464502,-41.36517
15848.9319,0.266129788,-43.0441801
25118.8643,0.209045285,-43.4518372
39810.7171,0.164000468,-42.8087956
63095.7344,0.13033601,-41.1364404
100000,0.105076514,-38.6068538
158489.319,0.0863276258,-35.6429538
200000,0.0789416237,-34.0796059
