Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-1.2V,2.8V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,0.00589640369,-26.7291753
25.1188643,1.63152668,-32.9969105
39.8107171,1.39799628,-31.3050741
63.0957344,1.21643975,-19.4609883
100,1.07365903,-26.4754809
158.489319,0.964155098,-24.295092
251.188643,0.872514779,-22.8985603
398.107171,0.791534286,-22.5435907
630.957344,0.721858226,-23.1248288
1000,0.653003991,-24.7453098
1584.89319,0.580553666,-27.2962305
2511.88643,0.503431189,-30.222933
3981.07171,0.426018889,-33.0356508
6309.57344,0.35331462,-35.3875119
10000,0.290371015,-37.0258715
15848.9319,0.236469677,-37.9806971
25118.8643,0.192275105,-38.3534193
39810.7171,0.155913845,-38.1612873
63095.7344,0.127024416,-37.1585191
100000,0.104522869,-35.4137057
158489.319,0.0868790253,-33.2417888
200000,0.0798982087,-32.033299
