sample,Vin,Vout,R1,phase,freq,type,length,Z,Re(Z),Im(Z),state
1,5,0.0973,12280,33.3634,63095.7344,ngang,1cm,243.71,242.08,-135.78,0_0
1,5,0.0815,12280,30.9515,100000,ngang,1cm,203.48,202.5,-105.88,0_0
1,5,0.0701,12280,28.0658,158489.319,ngang,1cm,174.61,174.02,-83.04,0_0
1,5,0.0655,12280,26.5815,200000,ngang,1cm,163.0,162.54,-73.7,0_0
1,5,1.187,12280,53.1078,20,doc,1cm,3822.81,2881.78,-3022.74,1_0
1,5,0.9352,12280,53.9878,25.1188643,doc,1cm,2825.29,2290.61,-2279.52,1_0
1,5,0.7168,12280,53.7012,39.8107171,doc,1cm,2055.08,1772.24,-1667.61,1_0
1,5,0.5468,12280,52.2106,63.0957344,doc,1cm,1507.84,1362.18,-1208.84,1_0
1,5,0.4208,12280,48.8818,100,doc,1cm,1128.46,1055.78,-868.57,1_0
1,5,0.3286,12280,44.4888,158.489319,doc,1cm,863.81,827.99,-621.11,1_0
1,5,0.2646,12280,39.42,251.188643,doc,1cm,686.17,668.18,-448.04,1_0
1,5,0.2205,12280,34.2445,398.107171,doc,1cm,566.53,557.18,-328.02,1_0
1,5,0.0335,12280,29.4451,630.957344,doc,1cm,82.83,82.68,-40.92,1_0
1,5,0.1677,12280,25.3682,1000,doc,1cm,426.16,423.22,-187.62,1_0
1,5,0.1518,12280,22.2252,1584.89319,doc,1cm,384.49,382.65,-149.27,1_0
1,5,0.138,12280,20.0474,2511.88643,doc,1cm,348.55,347.31,-122.44,1_0
1,5,0.1277,12280,18.8521,3981.07171,doc,1cm,321.85,320.92,-106.42,1_0
1,5,0.1177,12280,18.5787,6309.57344,doc,1cm,296.04,295.28,-96.35,1_0
1,5,0.108,12280,19.0214,10000,doc,1cm,271.1,270.43,-90.09,1_0
1,5,0.0986,12280,19.9019,15848.9319,doc,1cm,247.03,246.42,-85.57,1_0
1,5,0.0889,12280,21.008,25118.8643,doc,1cm,222.29,221.74,-80.94,1_0
1,5,0.0795,12280,21.9979,39810.7171,doc,1cm,198.41,197.93,-75.34,1_0
1,5,0.0704,12280,22.615,63095.7344,doc,1cm,175.37,174.98,-68.25,1_0
1,5,0.0626,12280,22.5877,100000,doc,1cm,155.69,155.39,-60.44,1_0
1,5,0.0557,12280,22.3116,158489.319,doc,1cm,138.34,138.1,-53.02,1_0
1,5,0.0544,12280,22.1359,200000,doc,1cm,135.08,134.85,-51.37,1_0
1,5,0.0682,12280,58.4598,20,doc,1cm,169.82,167.55,-144.79,2_0
1,5,0.56,12280,58.2667,25.1188643,doc,1cm,1548.83,1364.78,-1307.38,2_0
1,5,0.4226,12280,58.4554,39.8107171,doc,1cm,1133.73,1034.08,-962.81,2_0
1,5,0.3152,12280,48.4962,63.0957344,doc,1cm,826.22,787.95,-629.88,2_0
1,5,0.198,12280,56.3376,100,doc,1cm,506.34,487.6,-422.64,2_0
1,5,0.151,12280,53.2136,158.489319,doc,1cm,382.4,372.75,-307.86,2_0
1,5,0.1303,12280,48.5312,251.188643,doc,1cm,328.58,322.56,-248.19,2_0
1,5,0.096,12280,43.1948,398.107171,doc,1cm,240.39,237.8,-165.97,2_0
1,5,0.0828,12280,37.124,630.957344,doc,1cm,206.78,205.34,-126.03,2_0
1,5,0.0703,12280,31.4398,1000,doc,1cm,175.12,174.37,-92.25,2_0
1,5,0.0616,12280,26.2872,1584.89319,doc,1cm,153.18,152.77,-68.5,2_0
1,5,0.0555,12280,22.2054,2511.88643,doc,1cm,137.84,137.6,-52.59,2_0
1,5,0.0509,12280,19.2446,3981.07171,doc,1cm,126.3,126.15,-42.01,2_0
1,5,0.0474,12280,17.1869,6309.57344,doc,1cm,117.53,117.43,-35.03,2_0
1,5,0.0442,12280,16.1422,10000,doc,1cm,109.52,109.44,-30.7,2_0
1,5,0.0414,12280,15.9965,15848.9319,doc,1cm,102.53,102.46,-28.47,2_0
1,5,0.0386,12280,16.6017,25118.8643,doc,1cm,95.54,95.48,-27.49,2_0
1,5,0.0357,12280,17.6989,39810.7171,doc,1cm,88.31,88.25,-27.02,2_0
1,5,0.0327,12280,18.9363,63095.7344,doc,1cm,80.84,80.78,-26.39,2_0
1,5,0.0296,12280,20.2264,100000,doc,1cm,73.13,73.08,-25.42,2_0
1,5,0.0264,12280,21.3384,158489.319,doc,1cm,65.18,65.13,-23.83,2_0
1,5,0.0249,12280,21.8367,200000,doc,1cm,61.46,61.41,-22.96,2_0
10,5,0.9842,12280,56.1786,20,doc,1cm,3009.61,2368.22,-2450.09,0_0
10,5,0.8582,12280,56.9649,25.1188643,doc,1cm,2544.47,2072.43,-2097.77,0_0
10,5,0.2705,12280,45.3007,39.8107171,doc,1cm,702.34,677.96,-509.51,0_0
10,5,0.49,12280,47.9015,63.0957344,doc,1cm,1334.19,1235.9,-1016.78,0_0
10,5,0.3676,12280,55.7207,100,doc,1cm,974.47,906.49,-808.6,0_0
10,5,0.276,12280,52.8939,158.489319,doc,1cm,717.46,683.81,-577.29,0_0
10,5,0.2109,12280,48.883,251.188643,doc,1cm,540.78,524.21,-412.36,0_0
10,5,0.1639,12280,43.933,398.107171,doc,1cm,416.18,408.14,-292.8,0_0
10,5,0.1323,12280,38.3275,630.957344,doc,1cm,333.76,329.77,-210.08,0_0
10,5,0.1112,12280,32.6644,1000,doc,1cm,279.32,277.26,-153.06,0_0
10,5,0.0965,12280,27.3769,1584.89319,doc,1cm,241.67,240.58,-112.81,0_0
10,5,0.0858,12280,22.9099,2511.88643,doc,1cm,214.4,213.8,-84.68,0_0
10,5,0.0785,12280,19.2759,3981.07171,doc,1cm,195.87,195.51,-65.57,0_0
10,5,0.073,12280,16.5443,6309.57344,doc,1cm,181.94,181.72,-52.51,0_0
10,5,0.0685,12280,14.706,10000,doc,1cm,170.57,170.41,-43.86,0_0
10,5,0.0648,12280,13.8367,15848.9319,doc,1cm,161.24,161.11,-39.04,0_0
10,5,0.0612,12280,13.6975,25118.8643,doc,1cm,152.17,152.06,-36.45,0_0
10,5,0.0577,12280,14.136,39810.7171,doc,1cm,143.37,143.26,-35.4,0_0
10,5,0.054,12280,14.8017,63095.7344,doc,1cm,134.07,133.97,-34.6,0_0
10,5,0.0502,12280,15.5151,100000,doc,1cm,124.54,124.45,-33.63,0_0
10,5,0.0463,12280,16.3028,158489.319,doc,1cm,114.78,114.69,-32.5,0_0
10,5,0.0445,12280,16.7433,200000,doc,1cm,110.27,110.19,-32.03,0_0
10,5,0.9181,12280,50.0495,20,ngang,1cm,2762.01,2306.74,-2166.39,0_0
10,5,0.2311,12280,47.6726,25.1188643,ngang,1cm,595.09,575.91,-446.45,0_0
10,5,0.5894,12280,57.4926,39.8107171,ngang,1cm,1641.01,1439.03,-1375.98,0_0
10,5,0.4475,12280,57.3887,63.0957344,ngang,1cm,1207.1,1097.62,-1015.63,0_0
10,5,0.3369,12280,55.7551,100,ngang,1cm,887.21,830.78,-736.49,0_0
10,5,0.2541,12280,53.1966,158.489319,ngang,1cm,657.48,628.94,-530.63,0_0
10,5,0.1934,12280,49.4559,251.188643,ngang,1cm,494.1,479.98,-379.46,0_0
10,5,0.1505,12280,44.6334,398.107171,ngang,1cm,381.1,374.16,-271.06,0_0
10,5,0.1207,12280,38.908,630.957344,ngang,1cm,303.77,300.37,-193.34,0_0
10,5,0.1006,12280,32.8683,1000,ngang,1cm,252.15,250.45,-138.72,0_0
10,5,0.0875,12280,27.0519,1584.89319,ngang,1cm,218.73,217.86,-100.85,0_0
10,5,0.0784,12280,21.939,2511.88643,ngang,1cm,195.62,195.16,-74.08,0_0
10,5,0.0721,12280,18.061,3981.07171,ngang,1cm,179.67,179.4,-56.43,0_0
10,5,0.0676,12280,15.0627,6309.57344,ngang,1cm,168.3,168.14,-44.29,0_0
10,5,0.0642,12280,13.1565,10000,ngang,1cm,159.73,159.61,-36.8,0_0
10,5,0.0612,12280,12.2441,15848.9319,ngang,1cm,152.17,152.08,-32.65,0_0
10,5,0.0583,12280,12.1274,25118.8643,ngang,1cm,144.87,144.8,-30.78,0_0
10,5,0.0553,12280,12.452,39810.7171,ngang,1cm,137.34,137.26,-29.93,0_0
10,5,0.0522,12280,13.0945,63095.7344,ngang,1cm,129.56,129.48,-29.65,0_0
10,5,0.0491,12280,13.7273,100000,ngang,1cm,121.79,121.71,-29.17,0_0
10,5,0.0457,12280,14.5493,158489.319,ngang,1cm,113.27,113.21,-28.7,0_0
10,5,0.0441,12280,15.0126,200000,ngang,1cm,109.27,109.21,-28.54,0_0
10,5,0.0985,12280,57.1632,20,doc,1cm,246.78,242.19,-207.62,1_0
10,5,0.2859,12280,57.8802,25.1188643,doc,1cm,744.76,702.32,-631.0,1_0
10,5,0.533,12280,58.8955,39.8107171,doc,1cm,1465.24,1297.45,-1243.69,1_0
10,5,0.3962,12280,59.4162,63.0957344,doc,1cm,1056.81,967.76,-904.99,1_0
10,5,0.2902,12280,58.2647,100,doc,1cm,756.65,712.35,-643.28,1_0
10,5,0.2128,12280,55.9839,158.489319,doc,1cm,545.87,524.34,-454.0,1_0
10,5,0.1573,12280,52.1971,251.188643,doc,1cm,398.88,388.73,-317.17,1_0
10,5,0.1199,12280,46.9007,398.107171,doc,1cm,301.71,296.94,-222.17,1_0
10,5,0.0949,12280,40.4714,630.957344,doc,1cm,237.58,235.34,-155.72,1_0
10,5,0.0782,12280,33.6274,1000,doc,1cm,195.11,194.05,-109.18,1_0
10,5,0.0677,12280,27.126,1584.89319,doc,1cm,168.55,168.03,-77.67,1_0
10,5,0.0608,12280,21.5517,2511.88643,doc,1cm,151.16,150.9,-56.11,1_0
10,5,0.0564,12280,16.9712,3981.07171,doc,1cm,140.1,139.96,-41.32,1_0
10,5,0.0532,12280,13.5611,6309.57344,doc,1cm,132.06,131.98,-31.28,1_0
10,5,0.0509,12280,11.1302,10000,doc,1cm,126.3,126.25,-24.62,1_0
10,5,0.0492,12280,9.5664,15848.9319,doc,1cm,122.04,122.0,-20.48,1_0
10,5,0.0476,12280,9.0018,25118.8643,doc,1cm,118.03,118.0,-18.64,1_0
10,5,0.046,12280,9.0577,39810.7171,doc,1cm,114.03,114.0,-18.11,1_0
10,5,0.0443,12280,9.4908,63095.7344,doc,1cm,109.77,109.75,-18.26,1_0
10,5,0.0425,12280,10.2506,100000,doc,1cm,105.27,105.25,-18.89,1_0
10,5,0.0404,12280,11.3711,158489.319,doc,1cm,100.03,100.0,-19.88,1_0
10,5,0.0393,12280,12.0041,200000,doc,1cm,97.29,97.25,-20.39,1_0
10,5,0.6529,12280,57.8482,20,doc,1cm,1844.36,1587.44,-1546.13,2_0
10,5,0.571,12280,58.7742,25.1188643,doc,1cm,1583.17,1388.27,-1340.45,2_0
10,5,0.4312,12280,60.4688,39.8107171,doc,1cm,1158.98,1048.89,-998.94,2_0
10,5,0.3176,12280,61.8813,63.0957344,doc,1cm,832.93,773.53,-728.65,2_0
10,5,0.231,12280,62.1504,100,doc,1cm,594.82,564.17,-523.09,2_0
10,5,0.1655,12280,61.6131,158.489319,doc,1cm,420.38,405.25,-368.8,2_0
10,5,0.1192,12280,60.0602,251.188643,doc,1cm,299.9,292.52,-259.72,2_0
10,5,0.086,12280,57.2216,398.107171,doc,1cm,214.91,211.43,-180.9,2_0
10,5,0.0633,12280,52.9229,630.957344,doc,1cm,157.46,155.83,-125.94,2_0
10,5,0.0479,12280,47.1942,1000,doc,1cm,118.78,118.03,-87.44,2_0
10,5,0.038,12280,40.7817,1584.89319,doc,1cm,94.04,93.68,-61.67,2_0
10,5,0.0313,12280,33.8323,2511.88643,doc,1cm,77.36,77.19,-43.25,2_0
10,5,0.027,12280,27.3264,3981.07171,doc,1cm,66.67,66.59,-30.74,2_0
10,5,0.0242,12280,21.6031,6309.57344,doc,1cm,59.72,59.68,-22.08,2_0
10,5,0.0224,12280,16.9084,10000,doc,1cm,55.26,55.24,-16.14,2_0
10,5,0.0203,12280,13.2857,15848.9319,doc,1cm,50.06,50.05,-11.55,2_0
10,5,0.0194,12280,10.5244,25118.8643,doc,1cm,47.83,47.83,-8.77,2_0
10,5,0.0188,12280,8.5534,39810.7171,doc,1cm,46.35,46.34,-6.92,2_0
10,5,0.0192,12280,7.2038,63095.7344,doc,1cm,47.34,47.33,-5.96,2_0
10,5,0.0188,12280,6.2915,100000,doc,1cm,46.35,46.34,-5.1,2_0
10,5,0.0185,12280,6.2558,158489.319,doc,1cm,45.6,45.6,-4.99,2_0
10,5,0.0184,12280,6.3458,200000,doc,1cm,45.36,45.36,-5.03,2_0
2,5,1.1179,12280,37.7828,20,doc,1cm,3536.18,3059.99,-2414.83,0_0
2,5,1.2237,12280,35.4865,25.1188643,doc,1cm,3979.3,3431.97,-2638.1,0_0
2,5,0.9556,12280,44.2792,39.8107171,doc,1cm,2901.49,2488.24,-2147.88,0_0
2,5,0.7796,12280,43.1874,63.0957344,doc,1cm,2268.38,2027.74,-1644.28,0_0
2,5,0.6549,12280,40.3295,100,doc,1cm,1850.86,1709.75,-1273.4,0_0
2,5,0.545,12280,37.0363,158.489319,doc,1cm,1502.27,1423.31,-962.23,0_0
2,5,0.4613,12280,33.5471,251.188643,doc,1cm,1248.1,1203.15,-732.51,0_0
2,5,0.3988,12280,30.2614,398.107171,doc,1cm,1064.34,1037.66,-568.27,0_0
2,5,0.3507,12280,27.6093,630.957344,doc,1cm,926.29,909.45,-453.29,0_0
2,5,0.3128,12280,25.9861,1000,doc,1cm,819.51,807.85,-377.6,0_0
2,5,0.2814,12280,25.2941,1584.89319,doc,1cm,732.33,723.54,-327.59,0_0
2,5,0.2517,12280,25.7228,2511.88643,doc,1cm,650.94,643.8,-294.24,0_0
2,5,0.2235,12280,26.9898,3981.07171,doc,1cm,574.6,568.51,-270.09,0_0
2,5,0.1551,12280,28.7843,6309.57344,doc,1cm,393.12,389.92,-193.77,0_0
2,5,0.1672,12280,30.7224,10000,doc,1cm,424.85,420.61,-222.32,0_0
2,5,0.1412,12280,32.4997,15848.9319,doc,1cm,356.87,353.54,-195.48,0_0
2,5,0.1173,12280,33.6565,25118.8643,doc,1cm,295.01,292.58,-166.06,0_0
2,5,0.0966,12280,33.8385,39810.7171,doc,1cm,241.92,240.28,-136.44,0_0
2,5,0.0797,12280,32.7439,63095.7344,doc,1cm,198.91,197.87,-108.76,0_0
2,5,0.0669,12280,30.4007,100000,doc,1cm,166.53,165.9,-85.1,0_0
2,5,0.0576,12280,27.4735,158489.319,doc,1cm,143.11,142.73,-66.62,0_0
2,5,0.0538,12280,25.9601,200000,doc,1cm,133.57,133.27,-58.97,0_0
2,5,1.3856,12280,41.7578,20,ngang,1cm,4707.61,3708.01,-3416.54,0_0
2,5,1.2304,12280,41.7853,25.1188643,ngang,1cm,4008.2,3284.42,-2903.19,0_0
2,5,1.0098,12280,40.8802,39.8107171,ngang,1cm,3107.7,2691.08,-2207.2,0_0
2,5,0.836,12280,38.8623,63.0957344,ngang,1cm,2465.44,2227.51,-1678.4,0_0
2,5,0.6972,12280,35.6156,100,ngang,1cm,1989.78,1858.71,-1257.88,0_0
2,5,0.5946,12280,32.0633,158.489319,ngang,1cm,1657.44,1583.35,-954.03,0_0
2,5,0.5178,12280,28.5727,251.188643,ngang,1cm,1418.63,1375.4,-733.84,0_0
2,5,0.4627,12280,25.5872,398.107171,ngang,1cm,1252.28,1225.23,-583.14,0_0
2,5,0.4166,12280,23.3981,630.957344,ngang,1cm,1116.17,1098.23,-475.78,0_0
2,5,0.3819,12280,22.2568,1000,ngang,1cm,1015.51,1002.12,-410.96,0_0
2,5,0.3494,12280,22.3471,1584.89319,ngang,1cm,922.6,911.52,-372.62,0_0
2,5,0.3175,12280,23.7262,2511.88643,ngang,1cm,832.65,822.56,-353.42,0_0
2,5,0.2843,12280,26.2249,3981.07171,ngang,1cm,740.34,730.7,-342.37,0_0
2,5,0.2485,12280,29.4086,6309.57344,ngang,1cm,642.24,633.23,-327.21,0_0
2,5,0.2114,12280,32.6824,10000,ngang,1cm,542.12,534.29,-301.26,0_0
2,5,0.1752,12280,35.4283,15848.9319,ngang,1cm,445.92,439.76,-264.2,0_0
2,5,0.142,12280,37.1234,25118.8643,ngang,1cm,358.95,354.6,-220.28,0_0
2,5,0.1144,12280,37.4697,39810.7171,ngang,1cm,287.55,284.71,-177.27,0_0
2,5,0.0923,12280,36.3184,63095.7344,ngang,1cm,230.95,229.23,-138.33,0_0
2,5,0.0758,12280,33.7681,100000,ngang,1cm,189.03,188.03,-106.13,0_0
2,5,0.064,12280,30.452,158489.319,ngang,1cm,159.22,158.64,-81.45,0_0
2,5,0.0594,12280,28.7352,200000,ngang,1cm,147.64,147.19,-71.62,0_0
2,5,1.1546,12280,39.5463,20,doc,1cm,3687.13,3127.78,-2589.65,1_0
2,5,1.0548,12280,38.2833,25.1188643,doc,1cm,3283.22,2865.36,-2250.06,1_0
2,5,0.8762,12280,34.7812,39.8107171,doc,1cm,2609.18,2389.08,-1652.51,1_0
2,5,0.7484,12280,30.4423,63.0957344,doc,1cm,2161.62,2044.8,-1218.47,1_0
2,5,0.6537,12280,25.3934,100,doc,1cm,1846.96,1787.14,-881.68,1_0
2,5,0.5905,12280,20.9223,158.489319,doc,1cm,1644.48,1612.16,-652.82,1_0
2,5,0.5539,12280,17.4853,251.188643,doc,1cm,1529.86,1510.28,-510.32,1_0
2,5,0.5194,12280,15.2453,398.107171,doc,1cm,1423.52,1410.66,-413.94,1_0
2,5,0.4962,12280,14.3823,630.957344,doc,1cm,1352.93,1342.62,-370.24,1_0
2,5,0.4709,12280,14.8105,1000,doc,1cm,1276.78,1267.1,-357.58,1_0
2,5,0.4456,12280,16.4776,1584.89319,doc,1cm,1201.47,1190.94,-370.86,1_0
2,5,0.4159,12280,19.2768,2511.88643,doc,1cm,1114.12,1101.88,-396.78,1_0
2,5,0.3793,12280,23.1638,3981.07171,doc,1cm,1008.03,993.77,-423.01,1_0
2,5,0.3363,12280,27.803,6309.57344,doc,1cm,885.51,869.95,-435.05,1_0
2,5,0.2882,12280,32.733,10000,doc,1cm,751.11,735.9,-422.28,1_0
2,5,0.238,12280,37.3661,15848.9319,doc,1cm,613.74,600.76,-382.85,1_0
2,5,0.1907,12280,41.0714,25118.8643,doc,1cm,486.93,477.21,-325.98,1_0
2,5,0.1492,12280,43.4107,39810.7171,doc,1cm,377.71,371.23,-262.99,1_0
2,5,0.1157,12280,43.9046,63095.7344,doc,1cm,290.89,286.97,-203.74,1_0
2,5,0.0905,12280,42.6065,100000,doc,1cm,226.37,224.12,-154.53,1_0
2,5,0.0718,12280,40.0104,158489.319,doc,1cm,178.91,177.67,-115.9,1_0
2,5,0.0646,12280,38.332,200000,doc,1cm,160.73,159.81,-100.42,1_0
2,5,0.4904,12280,49.7539,20,doc,1cm,1335.4,1230.23,-1041.25,2_0
2,5,0.4439,12280,56.0162,25.1188643,doc,1cm,1196.44,1093.15,-994.91,2_0
2,5,0.2998,12280,55.0886,39.8107171,doc,1cm,783.27,740.2,-645.8,2_0
2,5,0.2543,12280,53.6817,63.0957344,doc,1cm,658.03,628.98,-534.02,2_0
2,5,0.1921,12280,51.1262,100,doc,1cm,490.65,475.86,-385.32,2_0
2,5,0.1494,12280,47.5099,158.489319,doc,1cm,378.23,370.55,-281.69,2_0
2,5,0.1181,12280,43.1725,251.188643,doc,1cm,297.07,293.11,-205.42,2_0
2,5,0.0947,12280,40.4529,398.107171,doc,1cm,237.07,234.85,-155.33,2_0
2,5,0.0795,12280,34.1202,630.957344,doc,1cm,198.41,197.28,-112.45,2_0
2,5,0.0686,12280,30.2275,1000,doc,1cm,170.83,170.17,-86.86,2_0
2,5,0.0601,12280,26.7784,1584.89319,doc,1cm,149.4,149.0,-67.95,2_0
2,5,0.0532,12280,23.7598,2511.88643,doc,1cm,132.06,131.82,-53.68,2_0
2,5,0.0493,12280,21.2441,3981.07171,doc,1cm,122.29,122.12,-44.69,2_0
2,5,0.0449,12280,19.3523,6309.57344,doc,1cm,111.27,111.16,-37.17,2_0
2,5,0.0406,12280,18.0565,10000,doc,1cm,100.53,100.45,-31.39,2_0
2,5,0.0373,12280,17.3748,15848.9319,doc,1cm,92.3,92.23,-27.75,2_0
2,5,0.0346,12280,17.1071,25118.8643,doc,1cm,85.57,85.52,-25.33,2_0
2,5,0.0322,12280,17.289,39810.7171,doc,1cm,79.6,79.55,-23.79,2_0
2,5,0.0297,12280,17.4714,63095.7344,doc,1cm,73.38,73.34,-22.15,2_0
2,5,0.0269,12280,17.3624,100000,doc,1cm,66.42,66.39,-19.92,2_0
2,5,0.0242,12280,17.0282,158489.319,doc,1cm,59.72,59.7,-17.57,2_0
2,5,0.0229,12280,16.6979,200000,doc,1cm,56.5,56.48,-16.3,2_0
3,5,1.8775,12280,35.058,10,doc,1cm,7383.73,5471.5,-5033.06,0_0
3,5,1.5134,12280,30.4108,15.8489319,doc,1cm,5330.28,4550.53,-3303.51,0_0
3,5,0.0059,12280,31.753,25.1188643,doc,1cm,14.51,14.5,-7.64,0_0
3,5,1.1106,12280,29.8602,39.8107171,doc,1cm,3506.5,3194.92,-2045.03,0_0
3,5,0.9801,12280,26.9923,63.0957344,doc,1cm,2994.01,2808.34,-1585.46,0_0
3,5,0.8737,12280,23.5331,100,doc,1cm,2600.16,2493.65,-1206.52,0_0
3,5,0.7985,12280,20.6483,158.489319,doc,1cm,2333.83,2267.88,-951.73,0_0
3,5,0.7348,12280,18.4314,251.188643,doc,1cm,2115.57,2072.59,-768.2,0_0
3,5,0.6886,12280,17.0976,398.107171,doc,1cm,1961.31,1929.69,-657.95,0_0
3,5,0.6456,12280,16.7269,630.957344,doc,1cm,1820.68,1794.79,-593.16,0_0
3,5,0.6087,12280,17.4924,1000,doc,1cm,1702.19,1677.68,-574.18,0_0
3,5,0.5663,12280,19.555,1584.89319,doc,1cm,1568.48,1542.81,-582.37,0_0
3,5,0.5211,12280,22.8622,2511.88643,doc,1cm,1428.72,1400.11,-607.27,0_0
3,5,0.4643,12280,27.3534,3981.07171,doc,1cm,1257.05,1226.06,-621.04,0_0
3,5,0.401,12280,32.3553,6309.57344,doc,1cm,1070.73,1040.06,-605.17,0_0
3,5,0.333,12280,37.2549,10000,doc,1cm,876.2,849.64,-551.08,0_0
3,5,0.267,12280,41.3379,15848.9319,doc,1cm,692.74,672.71,-469.43,0_0
3,5,0.2083,12280,44.0946,25118.8643,doc,1cm,533.82,520.47,-377.94,0_0
3,5,0.1604,12280,45.1418,39810.7171,doc,1cm,407.0,398.91,-292.17,0_0
3,5,0.1233,12280,44.1213,63095.7344,doc,1cm,310.48,305.98,-218.42,0_0
3,5,0.0965,12280,41.307,100000,doc,1cm,241.67,239.26,-161.05,0_0
3,5,0.0777,12280,37.3501,158489.319,doc,1cm,193.84,192.56,-118.68,0_0
3,5,0.071,12280,35.1401,200000,doc,1cm,176.89,175.94,-102.73,0_0
3,5,1.1273,12280,37.9986,20,ngang,1cm,3574.57,3083.04,-2450.77,0_0
3,5,1.2536,12280,28.7429,25.1188643,ngang,1cm,4109.07,3701.51,-2375.71,0_0
3,5,1.0246,12280,35.6599,39.8107171,ngang,1cm,3164.99,2821.73,-2069.11,0_0
3,5,0.8915,12280,32.6485,63.0957344,ngang,1cm,2664.63,2459.24,-1614.7,0_0
3,5,0.7707,12280,29.0049,100,ngang,1cm,2237.77,2122.94,-1217.02,0_0
3,5,0.6842,12280,25.4432,158.489319,ngang,1cm,1946.79,1879.76,-935.63,0_0
3,5,0.6186,12280,22.427,251.188643,ngang,1cm,1733.79,1692.49,-736.88,0_0
3,5,0.5699,12280,20.1521,398.107171,ngang,1cm,1579.73,1552.11,-603.52,0_0
3,5,0.5273,12280,18.7345,630.957344,ngang,1cm,1447.73,1427.76,-512.64,0_0
3,5,0.4924,12280,18.3199,1000,ngang,1cm,1341.44,1325.14,-462.03,0_0
3,5,0.457,12280,19.0503,1584.89319,ngang,1cm,1235.3,1220.47,-438.44,0_0
