Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-1.05V,2.95V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,1.16719223,-31.8378343
25.1188643,1.61424797,-31.5921819
39.8107171,1.40070695,-30.4832817
63.0957344,1.23502613,-28.6297136
100,0.791002026,-26.578862
158.489319,0.977758395,-24.8316189
251.188643,0.552368409,-23.9038154
398.107171,0.797973181,-23.5952453
630.957344,0.720995163,-23.9792093
1000,0.647816185,-25.098024
1584.89319,0.572747675,-26.8904431
2511.88643,0.500904474,-29.1014728
3981.07171,0.430056617,-31.566619
6309.57344,0.362160514,-33.9344346
10000,0.300964334,-35.9616369
15848.9319,0.247490265,-37.5914872
25118.8643,0.202001187,-38.8107783
39810.7171,0.163009845,-39.5251249
63095.7344,0.131075928,-39.4565512
100000,0.105722811,-38.3244523
158489.319,0.0857297353,-36.3024698
200000,0.0778236832,-34.9946247
