Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-0.12V,1.48V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,1.31378051,-39.3155619
25.1188643,0.647996264,-45.2450574
39.8107171,0.938283251,-44.2208829
63.0957344,0.731871328,-42.3937224
100,0.633339426,-38.626702
158.489319,0.524415297,-34.3056335
251.188643,0.44932978,-29.7189196
398.107171,0.397030931,-25.4032252
630.957344,0.360080636,-21.9583635
1000,0.332255423,-19.6967399
1584.89319,0.308278491,-18.7314928
2511.88643,0.286160887,-19.0009122
3981.07171,0.264044806,-20.4416894
6309.57344,0.206862777,-22.8798468
10000,0.212297842,-25.650778
15848.9319,0.184372552,-28.5106863
25118.8643,0.156191537,-30.9414897
39810.7171,0.130041306,-32.4822438
63095.7344,0.107897122,-32.886939
100000,0.0897278798,-32.0324621
158489.319,0.0754563246,-30.3656984
200000,0.0696483462,-29.3445324
