20.0,281.52,-116.59
25.1188643,5192.19,-3169.23
39.8107171,6390.32,-4074.37
63.0957344,5694.62,-3270.67
100.0,5136.3,-2680.67
158.489319,4609.68,-2276.06
251.188643,1871.53,-773.54
398.107171,3625.24,-1797.48
630.957344,3194.4,-1644.79
1000.0,2775.47,-1514.69
1584.89319,2364.86,-1380.47
2511.88643,1971.64,-1230.93
3981.07171,1611.09,-1065.8
6309.57344,1293.63,-890.53
10000.0,1031.31,-724.61
15848.9319,816.32,-576.64
25118.8643,647.63,-454.48
39810.7171,514.28,-354.76
63095.7344,410.84,-275.13
100000.0,331.73,-212.81
158489.319,270.99,-164.36
200000.0,246.7,-144.71
