20.0,1338.77,-1070.35
25.1188643,1195.05,-957.27
39.8107171,950.37,-758.51
63.0957344,753.52,-594.61
100.0,582.15,-472.8
158.489319,338.35,-274.55
251.188643,375.37,-305.27
398.107171,250.0,-202.98
630.957344,187.54,-149.11
1000.0,141.95,-108.33
1584.89319,109.18,-78.33
2511.88643,87.0,-57.39
3981.07171,71.47,-42.26
6309.57344,56.92,-29.79
10000.0,49.27,-23.1
15848.9319,46.81,-19.68
25118.8643,41.87,-16.08
39810.7171,37.68,-13.22
63095.7344,34.22,-10.92
100000.0,31.51,-9.15
158489.319,29.29,-8.0
200000.0,28.55,-7.68
