20.0,7782.54,-4341.03
25.1188643,5268.36,-3196.16
39.8107171,5022.83,-2762.41
63.0957344,5378.77,-2793.29
100.0,4884.76,-2260.33
158.489319,4461.92,-1932.36
251.188643,4031.36,-1732.08
398.107171,3661.54,-1611.65
630.957344,3265.64,-1526.29
1000.0,2870.95,-1465.08
1584.89319,2462.59,-1386.56
2511.88643,2058.84,-1271.38
3981.07171,1676.86,-1115.77
6309.57344,1346.12,-943.71
10000.0,1060.78,-764.89
15848.9319,833.62,-610.0
25118.8643,651.95,-479.03
39810.7171,510.34,-373.02
63095.7344,398.82,-285.69
100000.0,313.88,-216.28
158489.319,250.23,-162.66
200000.0,225.07,-140.98
