20.0,1070.54,-842.29
25.1188643,1169.31,-936.46
39.8107171,922.69,-735.01
63.0957344,731.03,-584.5
100.0,568.21,-451.06
158.489319,434.6,-348.99
251.188643,329.63,-264.0
398.107171,250.26,-198.13
630.957344,189.93,-146.76
1000.0,145.74,-108.38
1584.89319,114.17,-79.7
2511.88643,91.47,-59.02
3981.07171,75.43,-44.7
6309.57344,64.08,-34.71
10000.0,55.19,-27.48
15848.9319,44.82,-20.9
25118.8643,41.86,-18.32
39810.7171,36.68,-14.93
63095.7344,32.49,-12.03
100000.0,29.53,-10.05
158489.319,27.07,-8.44
200000.0,26.08,-8.03
