20.0,1383.32,-1123.35
25.1188643,1222.22,-987.67
39.8107171,971.42,-783.73
63.0957344,768.08,-627.54
100.0,593.22,-490.16
158.489319,451.12,-377.91
251.188643,338.22,-285.98
398.107171,250.97,-212.71
630.957344,184.97,-155.49
1000.0,136.52,-112.37
1584.89319,101.61,-80.8
2511.88643,77.52,-58.22
3981.07171,58.82,-40.72
6309.57344,47.25,-29.56
10000.0,39.38,-22.03
15848.9319,34.95,-17.35
25118.8643,30.51,-13.38
39810.7171,27.31,-10.6
63095.7344,24.6,-8.21
100000.0,22.63,-6.91
158489.319,21.15,-5.82
200000.0,20.42,-5.33
