20.0,1304.53,-1047.38
25.1188643,182.21,-134.63
39.8107171,788.9,-625.82
63.0957344,728.15,-590.11
100.0,562.77,-459.39
158.489319,427.88,-351.69
251.188643,322.69,-265.35
398.107171,242.04,-197.17
630.957344,181.6,-144.67
1000.0,137.24,-105.19
1584.89319,106.2,-76.7
2511.88643,84.02,-56.37
3981.07171,68.74,-42.47
6309.57344,57.64,-32.76
10000.0,49.01,-25.62
15848.9319,42.1,-20.59
25118.8643,36.43,-16.48
39810.7171,32.0,-13.26
63095.7344,27.31,-10.28
100000.0,25.84,-8.77
158489.319,23.62,-7.14
200000.0,22.88,-6.66
