20.0,6762.15,-4731.71
25.1188643,214.01,-87.34
39.8107171,2013.93,-907.78
63.0957344,5055.55,-2640.52
100.0,4554.39,-2188.6
158.489319,4106.01,-1911.56
251.188643,3693.3,-1734.25
398.107171,3283.18,-1600.62
630.957344,2867.06,-1479.88
1000.0,2468.83,-1364.81
1584.89319,2086.59,-1235.9
2511.88643,1729.55,-1091.48
3981.07171,1410.21,-936.81
6309.57344,1135.64,-781.1
10000.0,904.63,-635.07
15848.9319,717.78,-509.23
25118.8643,567.37,-403.58
39810.7171,448.46,-317.02
63095.7344,353.62,-245.1
100000.0,280.47,-186.87
158489.319,225.82,-141.61
200000.0,203.9,-122.91
