Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-0.95V,3.05V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,0.112497205,-23.8805177
25.1188643,1.61253354,-24.426001
39.8107171,1.88167655,-23.4294677
63.0957344,1.7060799,-22.231721
100,1.5639059,-21.0176306
158.489319,1.43503484,-20.6120167
251.188643,0.674920873,-20.9481299
398.107171,1.19252296,-22.1825819
630.957344,1.08058281,-23.8037882
1000,0.966862252,-26.1158605
1584.89319,0.848821815,-28.9878
2511.88643,0.728071077,-32.2335609
3981.07171,0.609942134,-35.5071101
6309.57344,0.49926841,-38.2872674
10000,0.40349,-40.2301299
15848.9319,0.322361001,-41.3601965
25118.8643,0.257432073,-41.7272468
39810.7171,0.205315666,-41.4102973
63095.7344,0.1644869,-40.3604238
100000,0.13310886,-38.636803
158489.319,0.108906832,-36.3892283
200000,0.0991923734,-35.0946395
