Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-1.15V,2.85V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,2.03747682,-23.2969983
25.1188643,1.71332215,-22.51864
39.8107171,1.75228113,-21.0074503
63.0957344,1.6221628,-19.792055
100,1.49799939,-18.6206351
158.489319,1.3919184,-18.3497875
251.188643,1.28954844,-18.9399746
398.107171,1.19343127,-20.2996819
630.957344,1.0942651,-22.6769675
1000,0.979904128,-25.7589306
1584.89319,0.858502208,-29.6035916
2511.88643,0.730018084,-33.6038315
3981.07171,0.604802987,-37.2842592
6309.57344,0.488153484,-40.0927519
10000,0.389211596,-42.0946627
15848.9319,0.30942483,-43.3323945
25118.8643,0.24445862,-44.0204
39810.7171,0.192721938,-44.316529
63095.7344,0.151610725,-43.8288959
100000,0.119821994,-42.4338497
158489.319,0.0952283683,-40.124019
200000,0.0855604677,-38.6347655
