Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-0.1V,1.5V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,0.0117676586,-49.6611832
25.1188643,0.987852915,-40.5914553
39.8107171,0.770265112,-48.6248004
63.0957344,0.62303947,-46.803713
100,0.490888113,-41.2108718
158.489319,0.395787527,-39.125682
251.188643,0.299218051,-34.3943203
398.107171,0.282289411,-29.0730169
630.957344,0.250572453,-24.5770913
1000,0.227756529,-21.04914
1584.89319,0.211201211,-18.7420377
2511.88643,0.197373532,-17.7728156
3981.07171,0.184488499,-18.0762334
6309.57344,0.170382748,-19.4756491
10000,0.154827755,-21.695033
15848.9319,0.138108797,-24.2184482
25118.8643,0.120152044,-26.5581176
39810.7171,0.103380304,-28.2228435
63095.7344,0.0880811716,-28.8527
100000,0.0749031422,-28.3692889
158489.319,0.0644271036,-27.2961365
200000,0.0600189885,-26.5723634
