20.0,14.5,-6.53
63.0957344,3765.07,-1657.7
100.0,3129.41,-1776.73
158.489319,2787.59,-1420.98
251.188643,2495.06,-1176.09
398.107171,2233.2,-1017.23
630.957344,2008.45,-921.92
1000.0,1787.89,-860.83
1584.89319,1561.54,-810.22
2511.88643,1329.7,-744.29
3981.07171,1107.19,-659.85
6309.57344,906.23,-564.74
10000.0,737.68,-471.63
15848.9319,596.47,-385.32
25118.8643,482.48,-311.38
39810.7171,389.65,-248.52
63095.7344,316.58,-196.22
100000.0,260.02,-153.9
158489.319,215.92,-120.46
200000.0,198.41,-106.96
