25.1188643,920.44,-536.65
63.0957344,3675.62,-1652.12
100.0,3019.14,-1739.63
158.489319,2314.94,-1155.3
251.188643,2401.93,-1114.39
398.107171,2169.76,-937.03
630.957344,1975.16,-832.69
1000.0,1787.32,-772.29
1584.89319,1601.0,-744.87
2511.88643,1406.91,-724.26
3981.07171,1194.63,-681.41
6309.57344,985.05,-610.86
10000.0,793.1,-520.5
15848.9319,632.3,-427.46
25118.8643,499.07,-338.86
39810.7171,394.9,-263.45
63095.7344,316.07,-202.35
100000.0,258.18,-155.14
158489.319,214.18,-118.52
200000.0,197.7,-104.64
