20.0,292.81,-174.43
25.1188643,294.15,-138.35
39.8107171,2388.28,-1703.75
100.0,2818.29,-1845.04
158.489319,2477.75,-1445.49
251.188643,2184.86,-1132.75
398.107171,1949.97,-911.75
630.957344,1760.7,-766.32
1000.0,1599.67,-677.64
1584.89319,1440.96,-624.2
2511.88643,1283.54,-590.08
3981.07171,1121.89,-557.1
6309.57344,934.32,-500.04
10000.0,801.57,-456.49
15848.9319,662.41,-393.1
25118.8643,542.03,-328.61
39810.7171,441.96,-267.67
63095.7344,361.17,-213.35
100000.0,299.47,-168.52
158489.319,251.89,-132.87
200000.0,233.05,-118.63
