6442.33	148.79	20.0
7918.75	229.46	25.1188643
7866.42	302.54	39.8107171
7831.6	409.14	63.0957344
7641.02	404.44	100.0
7477.41	433.16	158.489319
3769.76	201.12	251.188643
7195.5	545.69	398.107171
7037.78	604.69	630.957344
6843.49	683.51	1000.0
6690.3	797.44	1584.89319
6477.58	944.77	2511.88643
6235.63	1146.7	3981.07171
5920.38	1397.72	6309.57344
5544.66	1703.12	10000.0
5074.73	2037.01	15848.9319
4467.25	2337.24	25118.8643
3783.9	2557.93	39810.7171
2989.45	2522.45	63095.7344
2179.23	2155.5	100000.0
1481.34	1585.12	158489.319
1189.04	1286.67	200000.0
7958.68	199.27	20.0
72.88	1.07	25.1188643
7869.65	305.29	39.8107171
7815.77	409.46	63.0957344
7636.8	396.9	100.0
7472.33	432.8	158.489319
7322.06	485.62	251.188643
7200.01	531.43	398.107171
7031.45	588.84	630.957344
6855.16	662.29	1000.0
6696.68	763.31	1584.89319
6504.94	902.35	2511.88643
6270.74	1096.34	3981.07171
5982.85	1343.82	6309.57344
5623.4	1644.11	10000.0
5170.36	1985.7	15848.9319
4601.76	2325.29	25118.8643
3905.34	2569.91	39810.7171
3109.77	2580.17	63095.7344
2285.69	2244.21	100000.0
1550.75	1654.66	158489.319
1247.75	1349.16	200000.0
