14.51	0.3	20.0
7863.42	292.18	25.1188643
7774.44	374.06	39.8107171
4365.88	87.07	63.0957344
7498.01	483.54	100.0
7344.77	519.95	158.489319
7129.4	568.18	251.188643
6962.94	616.49	398.107171
6784.35	677.02	630.957344
6577.05	750.72	1000.0
6380.28	853.5	1584.89319
6182.41	1003.03	2511.88643
5915.28	1195.26	3981.07171
5588.76	1433.41	6309.57344
5192.49	1715.3	10000.0
4703.87	2015.63	15848.9319
4116.76	2271.89	25118.8643
3439.94	2410.06	39810.7171
2698.75	2323.11	63095.7344
1966.35	1959.76	100000.0
1325.99	1416.99	158489.319
1060.17	1142.51	200000.0
