Instrument Name,SDS1204X-E
Serial Number,SDSMMGKX7R3728
Software Version,8.3.6.1.37R17
Awg Type,LAN
Awg IP Address,192.168.11.19
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,5V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,HighZ
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,20Hz
Stop Frequency,200000Hz
Sweep Line,50
Sweep Log(dec),5
Amplitude Mode,Vout
Amplitude Unit,Vpp
Amplitude Axis Range,-0.08V,1.52V
Phase Unit,Degree
Phase Axis Range,-50Deg,-10Deg
Bode Data
Number of Points,22
Frequency(Hz),CH2 Amplitude(V),CH2 Phase(Deg)
20,0.368199082,-41.5989043
25.1188643,1.39164686,-42.4951483
39.8107171,1.02428623,-42.2351758
63.0957344,0.364405489,-41.2189811
100,0.761112707,-38.9202682
158.489319,0.633222613,-36.1733119
251.188643,0.534086669,-33.0537505
398.107171,0.462573571,-29.8033184
630.957344,0.404992647,-26.71053
1000,0.363301818,-24.2508205
1584.89319,0.330132562,-22.7434478
2511.88643,0.30160312,-22.533757
3981.07171,0.273668402,-23.5061031
6309.57344,0.24455071,-25.4600756
10000,0.214671867,-27.8713763
15848.9319,0.184011606,-30.1700435
25118.8643,0.154865441,-31.9654846
39810.7171,0.128990924,-32.9205604
63095.7344,0.107355535,-32.8751151
100000,0.0897096207,-32.0116423
158489.319,0.0755699748,-30.4668097
200000,0.070087154,-29.5259825
